amount,amount_log,item_count,orders_last_24h,total_orders,account_age_days,account_age_log,address_match,hour_of_day,day_of_week,is_weekend,is_high_risk_hour,payment_method_encoded,amount_per_item,order_velocity_flag,amount_x_velocity,new_account_high_amount,is_fraud,transaction_id,user_id,timestamp
20.366308805134,3.061815326528583,8,1,7,156,5.056245805348308,0,1,2,0,1,1,2.54578860064175,0,20.366308805134,0,1,TXN-0032066,user_14026,2025-05-07 01:52:37.397304
158.2516636258643,5.070485741027938,2,1,8,94,4.553876891600541,1,2,2,0,1,1,79.12583181293215,0,158.2516636258643,0,0,TXN-0031742,user_05362,2025-05-07 02:19:37.395049
85.81680143605165,4.463800167866501,8,1,6,345,5.846438775057725,1,2,2,0,1,0,10.727100179506456,0,85.81680143605165,0,0,TXN-0038153,user_10495,2025-05-07 02:22:37.446035
185.80057967285407,5.230041628963664,10,1,3,568,6.343880434126331,1,2,2,0,1,0,18.580057967285406,0,185.80057967285407,0,0,TXN-0006188,user_07309,2025-05-07 02:24:37.153721
239.05548389584976,5.480870079522717,8,1,6,292,5.680172609017068,1,2,2,0,1,2,29.88193548698122,0,239.05548389584976,0,0,TXN-0001396,user_03665,2025-05-07 02:45:37.075376
97.70588915624518,4.592144611895944,15,1,3,14,2.70805020110221,0,3,2,0,1,1,6.513725943749678,0,97.70588915624518,0,1,TXN-0046138,user_13692,2025-05-07 03:36:37.520366
58.23350121277246,4.08148728069398,6,1,4,291,5.676753802268282,0,3,2,0,1,2,9.705583535462077,0,58.23350121277246,0,1,TXN-0022998,user_13516,2025-05-07 03:54:37.302200
24.731121884661565,3.247701227545264,11,1,6,4,1.6094379124341003,1,3,2,0,1,0,2.248283807696506,0,24.731121884661565,0,0,TXN-0004696,user_02132,2025-05-07 03:56:37.122298
84.64736228858698,4.450238427898793,3,1,6,517,6.249975242259483,1,4,2,0,1,0,28.21578742952899,0,84.64736228858698,0,0,TXN-0035305,user_16051,2025-05-07 04:03:37.427756
304.1167644151687,5.720694537493211,17,1,4,357,5.8805329864007,1,4,2,0,1,0,17.889221436186393,0,304.1167644151687,0,0,TXN-0043349,user_16053,2025-05-07 04:09:37.489060
39.15219618315285,3.6926771383526718,11,1,5,110,4.709530201312334,1,4,2,0,1,0,3.5592905621048048,0,39.15219618315285,0,0,TXN-0043181,user_03172,2025-05-07 04:15:37.489060
249.41614135265806,5.52312409941934,5,1,4,1065,6.97166860472579,1,4,2,0,1,0,49.88322827053161,0,249.41614135265806,0,0,TXN-0047152,user_13701,2025-05-07 04:18:37.520366
103.90018556467345,4.6530092843680215,1,1,6,313,5.749392985908253,1,4,2,0,1,0,103.90018556467345,0,103.90018556467345,0,0,TXN-0044560,user_15841,2025-05-07 04:25:37.504743
